x,y,z
2.3151895680878494,0.80478283384896,2.7815026821123224e-5
0.06572854282011033,0.4120186029730587,8.087890181546958e-5
0.044165501247752904,0.18216022022643905,0.0001498443068643506
0.18542534465376267,-0.12010704438140825,4.837847196689251e-5
-0.5630216653199408,-0.11084199924373914,8.883555983982754e-5
0.06374901874891266,0.9592939137610779,0.0002475026612098936
1.2395614277235876,0.01114401179426725,0.00012442537587486387
-1.2380133631119188e-14,8.837378959815164e-15,4.965638609489662e-5
-0.26020899647221984,-0.6618390732249881,8.244261719047167e-5
-0.2817064517285872,-1.5512793518716212,0.0002609188616535079
-0.2718867229941765,0.6688114278878344,8.101132089876703e-5
-0.47140153316881,0.3091551341876786,0.00015248306018073677
-0.021380057379173277,0.38394587636526784,6.36522497180918e-7
-0.4459954451572361,0.22163347652894813,7.404084957721288e-5
-0.3897425964093801,0.22512273229347374,3.172153464506295e-5
-0.20575938441100822,-0.6707482407959716,0.000198563369035369
-0.2686030644180381,1.6456817661422485,7.593116987260023e-5
0.01134509741815201,0.7190683626433215,8.11865919783211e-6
1.1494320262267432,-0.4301367675599044,6.838795797920633e-5
-1.1768891786512858e-14,9.118902112274649e-15,2.697209426037526e-5
0.24270637102308001,0.7639432601955406,9.591814161662045e-5
-0.8220491377934408,1.5293389563812876,0.00013548146384638476
-0.7649540599767867,0.6082696741759949,4.024686962774559e-5
1.201835947557507,-0.18991121644214967,2.01540660063629e-5
-1.2203416652265543e-14,8.286572791959648e-15,0.00018744787453286166
0.27536535916115473,0.8009251543743136,3.728526709399232e-5
-0.2717888048961327,1.1751685014642734,5.8369830898384e-7
1.1494320262267435,-0.4301367675599036,7.811101594123531e-5
-0.6768227357024224,-0.062358454194627655,6.305824022593655e-5
-0.5957846654283852,-0.6164918114167869,2.0154056261083656e-5
-0.04796301525310835,-1.4482699797662575,7.411088241568419e-5
0.10758253843320278,-0.42309707551570774,5.5117728432384914e-5
0.004550051386734472,0.6351294335258445,8.05144430774294e-5
0.0044149889210778216,0.026550975173286695,0.00017272913148007663
-0.227526138368551,-0.926336585339272,0.000282587730361138
0.9487836106172778,-0.14931980674767337,8.118609032142237e-6
-0.6768885645710001,-0.3589769940659768,4.8884644998175084e-5
-0.45405876397110734,0.962321967248916,0.0002509867012796779
1.2128700390195295,0.23067757708259837,0.00011091805894136391
-0.5157398037263272,0.2380543584223583,7.173907546292513e-5
-0.45405876397110584,0.962321967248916,0.00014313293504241922
-0.18852009933075614,0.0567838699473912,0.0002621711563626192
0.5200412221500872,0.37361565682749603,0.00014549801306642547
-0.3613372211961518,0.696036107478428,7.642777262468303e-5
-0.558576300027346,-0.017058184519393324,0.00025879596409952236
-0.602664417316632,-0.20163957639750305,9.990476646102218e-5
-0.8496939133426052,-1.1260390858098752,0.00010017099806280039
1.2508023923702278,0.23819348333175552,4.538524542184807e-5
1.250802392370229,0.23819348333175402,4.190777446194457e-6
-0.6738016622769842,1.0261226595457094,0.00017975014508454725
0.05295028494347882,-0.07447636477079424,9.101327851988526e-5
-0.3862769084232599,0.4554104990861462,3.751346024207654e-5
0.2120313583387398,0.6087787277260891,0.00017539949901961628
0.1456844417215907,0.8751692938930244,8.83779413789232e-5
0.18542534465376262,-0.12010704438141029,3.7915915084468546e-5
-1.1897413225679146e-14,7.429763197517735e-15,4.739851883115681e-5
-0.4200199760518278,0.11779346811795141,3.548570359531707e-5
-0.5052002206140475,0.9503356501034537,7.265681082099578e-5
0.031023863951590323,0.6241714274830219,0.00013610348742702788
0.05750793599361337,-0.010560559872195356,5.162995809851512e-5
-0.0379117710619712,0.6147188607996218,0.00017156035526477175
-1.0755065280870673,0.18879743408649624,1.1560937425503893e-5
-0.2686030644180388,1.6456817661422494,9.304096023462238e-5
-0.5576041419448111,0.7101100989856983,0.0002400606690094702
-0.11413925225987595,-0.2507511073645552,0.0001866228472558283
-0.02683542606542464,-0.6075335477591628,7.53260481197424e-5
-0.07063247447675973,0.7086890470189083,1.6846202907262645e-5
1.7272874417584543,0.11102119069578051,3.8957602218802095e-5
-0.15579939591596745,-0.03718631627189577,0.000245661575456216
-0.478716148572024,0.31560366274823437,0.00040394015418413235
0.1457916850039061,1.3583971922005404,4.217938430509234e-6
0.14568444172159242,0.8751692938930244,8.837777187015214e-5
-0.08141409746255115,0.08437137891349873,0.00016855743983734317
0.34770398523488444,-0.2693803526730368,6.693031026838214e-5
-0.5341322229779809,-0.6870002988912659,0.00032283550265949367
-0.9001994423615465,-1.3321936572621955,5.873029054824374e-5
